University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
UET Lahore,BS Mathematics,2023,18293,No,Low-standard Job
UET Lahore,BS Mathematics,2023,19945,No,Higher Studies
UET Lahore,BS Mathematics,2023,8000,No,Unemployed
UET Lahore,BS Mathematics,2023,42885,No,Low-standard Job
UET Lahore,BS Mathematics,2023,13828,No,Higher Studies
UET Lahore,BS Mathematics,2023,35937,No,Business Owner
UET Lahore,BS Mathematics,2023,16453,Yes,Higher Studies
UET Lahore,BS Mathematics,2023,22012,No,Low-standard Job
UET Lahore,BS Mathematics,2024,8896,No,Higher Studies
UET Lahore,BS Mathematics,2024,13371,No,Higher Studies
UET Lahore,BS Mathematics,2024,24378,Yes,Low-standard Job
UET Lahore,BS Mathematics,2024,15673,No,Low-standard Job
UET Lahore,BS Mathematics,2024,16372,Yes,Higher Studies
UET Lahore,BS Mathematics,2024,81693,No,Business Owner
UET Lahore,BS Mathematics,2024,51002,Yes,Low-standard Job
UET Lahore,BS Mathematics,2024,71452,No,Low-standard Job
UET Lahore,BS Mathematics,2024,41686,No,Low-standard Job
UET Lahore,BS Mathematics,2024,38210,No,Higher Studies
UET Lahore,BS Mathematics,2024,26536,No,Low-standard Job
UET Lahore,BS Mathematics,2024,25423,Yes,Higher Studies
UET Lahore,BS Mathematics,2024,12291,No,Unemployed
UET Lahore,BS Mathematics,2024,92461,Yes,High-standard Job
UET Lahore,BS Mathematics,2024,49644,Yes,Low-standard Job
UET Lahore,BS Mathematics,2024,61971,No,High-standard Job
UET Lahore,BS Mathematics,2024,25123,No,Higher Studies
UET Lahore,BS Mathematics,2024,9728,Yes,Higher Studies
UET Lahore,BS Mathematics,2024,8000,No,Higher Studies
UET Lahore,BS Mathematics,2024,31917,Yes,Higher Studies
UET Lahore,BS Mathematics,2024,32655,No,Higher Studies
UET Lahore,BS Mathematics,2024,45205,Yes,Government Job
UET Lahore,BS Mathematics,2024,12680,No,Higher Studies
UET Lahore,BS Mathematics,2024,13583,No,Higher Studies
UET Lahore,BS Mathematics,2024,8000,No,Unemployed
UET Lahore,BS Mathematics,2024,49749,Yes,High-standard Job
UET Lahore,BS Mathematics,2024,27820,No,Low-standard Job
UET Lahore,BS Mathematics,2024,17721,No,Government Job
UET Lahore,BS Mathematics,2024,12145,Yes,Higher Studies
UET Lahore,BS Mathematics,2024,21355,No,Higher Studies
UET Lahore,BS English,2018,22813,No,Freelancer
UET Lahore,BS English,2018,11270,No,Government Job
UET Lahore,BS English,2018,89973,No,Government Job
UET Lahore,BS English,2018,46934,No,Government Job
UET Lahore,BS English,2018,32582,Yes,Low-standard Job
UET Lahore,BS English,2018,8000,No,Higher Studies
UET Lahore,BS English,2018,21606,No,Low-standard Job
UET Lahore,BS English,2018,23334,No,Low-standard Job
UET Lahore,BS English,2018,8000,No,Unemployed
UET Lahore,BS English,2018,8248,No,Low-standard Job
UET Lahore,BS English,2018,16226,Yes,Low-standard Job
UET Lahore,BS English,2018,32083,Yes,Government Job
UET Lahore,BS English,2018,21859,Yes,Low-standard Job
UET Lahore,BS English,2018,21428,No,Low-standard Job
UET Lahore,BS English,2018,8326,No,Higher Studies
UET Lahore,BS English,2018,8000,No,Low-standard Job
UET Lahore,BS English,2018,24408,No,Government Job
UET Lahore,BS English,2018,32520,No,Low-standard Job
UET Lahore,BS English,2018,34986,No,Business Owner
UET Lahore,BS English,2018,33943,No,Low-standard Job
UET Lahore,BS English,2018,34766,No,Low-standard Job
UET Lahore,BS English,2018,8000,Yes,Unemployed
UET Lahore,BS English,2018,8000,No,Unemployed
UET Lahore,BS English,2018,21901,No,Higher Studies
UET Lahore,BS English,2019,35468,No,Freelancer
UET Lahore,BS English,2019,19029,No,Government Job
UET Lahore,BS English,2019,15124,Yes,Low-standard Job
UET Lahore,BS English,2019,26920,No,Low-standard Job
UET Lahore,BS English,2019,12658,No,Low-standard Job
UET Lahore,BS English,2019,24133,Yes,Freelancer
UET Lahore,BS English,2019,11822,No,Low-standard Job
UET Lahore,BS English,2019,8000,No,Unemployed
UET Lahore,BS English,2019,20500,No,Low-standard Job
UET Lahore,BS English,2019,26560,No,Higher Studies
UET Lahore,BS English,2019,32705,No,Low-standard Job
UET Lahore,BS English,2019,41724,No,Business Owner
UET Lahore,BS English,2019,32053,Yes,Freelancer
UET Lahore,BS English,2019,8000,No,Unemployed
UET Lahore,BS English,2019,19079,No,Low-standard Job
UET Lahore,BS English,2019,14766,No,Low-standard Job
UET Lahore,BS English,2019,36271,No,Business Owner
UET Lahore,BS English,2019,15265,Yes,Low-standard Job
UET Lahore,BS English,2019,32222,No,Freelancer
UET Lahore,BS English,2019,12517,Yes,Low-standard Job
UET Lahore,BS English,2019,20619,No,Low-standard Job
UET Lahore,BS English,2019,32555,No,Low-standard Job
UET Lahore,BS English,2019,35999,Yes,Government Job
UET Lahore,BS English,2020,69469,No,Low-standard Job
UET Lahore,BS English,2020,44527,No,Low-standard Job
UET Lahore,BS English,2020,21135,No,Low-standard Job
UET Lahore,BS English,2020,40093,No,Low-standard Job
UET Lahore,BS English,2020,78126,No,Government Job
UET Lahore,BS English,2020,37120,No,Government Job
UET Lahore,BS English,2020,30510,No,Low-standard Job
UET Lahore,BS English,2020,21646,No,Freelancer
UET Lahore,BS English,2020,45843,No,Government Job
UET Lahore,BS English,2020,16578,No,Freelancer
UET Lahore,BS English,2020,8000,Yes,Unemployed
UET Lahore,BS English,2020,8000,No,Higher Studies
UET Lahore,BS English,2020,23849,No,Freelancer
UET Lahore,BS English,2020,8000,Yes,Unemployed
UET Lahore,BS English,2020,15411,No,Low-standard Job
UET Lahore,BS English,2020,32068,No,Government Job
UET Lahore,BS English,2020,50054,No,Business Owner
UET Lahore,BS English,2020,8000,No,Unemployed
UET Lahore,BS English,2020,21632,No,Low-standard Job
UET Lahore,BS English,2020,8000,No,Unemployed
UET Lahore,BS English,2020,30757,No,Freelancer
UET Lahore,BS English,2020,8000,Yes,Unemployed
UET Lahore,BS English,2020,21909,No,Government Job
UET Lahore,BS English,2020,19445,No,Low-standard Job
UET Lahore,BS English,2020,8000,No,Unemployed
UET Lahore,BS English,2020,8000,No,Unemployed
UET Lahore,BS English,2020,8000,No,Higher Studies
UET Lahore,BS English,2020,54189,No,Low-standard Job
UET Lahore,BS English,2020,9516,No,Higher Studies
UET Lahore,BS English,2020,8919,Yes,Higher Studies
UET Lahore,BS English,2021,12780,No,Higher Studies
UET Lahore,BS English,2021,14022,No,Higher Studies
UET Lahore,BS English,2021,13272,No,Higher Studies
UET Lahore,BS English,2021,27116,Yes,Low-standard Job
UET Lahore,BS English,2021,13852,No,Higher Studies
UET Lahore,BS English,2021,35707,No,Low-standard Job
UET Lahore,BS English,2021,27703,No,Low-standard Job
UET Lahore,BS English,2021,35892,No,Higher Studies
UET Lahore,BS English,2021,8000,No,Unemployed
UET Lahore,BS English,2021,10388,No,Low-standard Job
UET Lahore,BS English,2021,30375,No,Government Job
UET Lahore,BS English,2021,8000,No,Unemployed
UET Lahore,BS English,2021,26460,No,Government Job
UET Lahore,BS English,2021,15922,No,Government Job
UET Lahore,BS English,2021,27246,No,Low-standard Job
UET Lahore,BS English,2021,9798,No,Low-standard Job
UET Lahore,BS English,2021,8788,No,Low-standard Job
UET Lahore,BS English,2021,34934,No,Higher Studies
UET Lahore,BS English,2021,46219,No,Business Owner
UET Lahore,BS English,2021,15675,No,Higher Studies
UET Lahore,BS English,2021,20381,No,Low-standard Job
UET Lahore,BS English,2021,36324,No,High-standard Job
UET Lahore,BS English,2021,8646,No,Higher Studies
UET Lahore,BS English,2022,30833,No,Freelancer
UET Lahore,BS English,2022,19383,No,Freelancer
UET Lahore,BS English,2022,19761,No,Low-standard Job
UET Lahore,BS English,2022,13075,No,Government Job
UET Lahore,BS English,2022,20401,No,Low-standard Job
UET Lahore,BS English,2022,25259,No,Low-standard Job
UET Lahore,BS English,2022,11018,No,Higher Studies
UET Lahore,BS English,2022,52300,No,Freelancer
UET Lahore,BS English,2022,18117,No,Low-standard Job
UET Lahore,BS English,2022,18205,No,Government Job
UET Lahore,BS English,2022,26896,No,Government Job
UET Lahore,BS English,2022,18849,No,Low-standard Job
UET Lahore,BS English,2022,10417,No,Higher Studies
UET Lahore,BS English,2022,8000,No,Higher Studies
UET Lahore,BS English,2022,25092,No,Freelancer
UET Lahore,BS English,2022,50011,No,Freelancer
UET Lahore,BS English,2022,37381,No,Freelancer
UET Lahore,BS English,2022,14346,No,Low-standard Job
UET Lahore,BS English,2022,32455,No,High-standard Job
UET Lahore,BS English,2022,12577,No,Low-standard Job
UET Lahore,BS English,2022,21764,No,Low-standard Job
UET Lahore,BS English,2022,33839,Yes,Low-standard Job
UET Lahore,BS English,2022,22433,No,Low-standard Job
UET Lahore,BS English,2022,15071,Yes,Government Job
UET Lahore,BS English,2022,42808,No,Freelancer
UET Lahore,BS English,2022,25077,No,Low-standard Job
UET Lahore,BS English,2022,29246,No,Freelancer
UET Lahore,BS English,2022,31513,No,Low-standard Job
UET Lahore,BS English,2022,27451,No,Low-standard Job
UET Lahore,BS English,2022,23851,No,Freelancer
UET Lahore,BS English,2023,13666,No,Low-standard Job
UET Lahore,BS English,2023,15213,No,Higher Studies
UET Lahore,BS English,2023,29881,Yes,Freelancer
UET Lahore,BS English,2023,21201,No,Government Job
UET Lahore,BS English,2023,36712,No,Low-standard Job
UET Lahore,BS English,2023,37829,No,Low-standard Job
UET Lahore,BS English,2023,14323,No,Higher Studies
UET Lahore,BS English,2023,8000,No,Unemployed
UET Lahore,BS English,2023,18776,No,Government Job
UET Lahore,BS English,2023,31536,No,Government Job
UET Lahore,BS English,2023,30561,No,Low-standard Job
UET Lahore,BS English,2023,8000,No,Unemployed
UET Lahore,BS English,2023,40543,No,Freelancer
UET Lahore,BS English,2023,20942,No,Low-standard Job
UET Lahore,BS English,2023,8000,No,Unemployed
UET Lahore,BS English,2023,34661,No,Business Owner
UET Lahore,BS English,2023,28248,No,Low-standard Job
UET Lahore,BS English,2023,13461,No,Government Job
UET Lahore,BS English,2023,36754,No,Freelancer
UET Lahore,BS English,2023,8000,No,Higher Studies
UET Lahore,BS English,2023,27002,No,High-standard Job
UET Lahore,BS English,2023,31980,No,Low-standard Job
UET Lahore,BS English,2023,29432,No,Freelancer
UET Lahore,BS English,2023,32325,No,Low-standard Job
UET Lahore,BS English,2023,37531,No,Business Owner
UET Lahore,BS English,2023,25224,No,Low-standard Job
UET Lahore,BS English,2023,14078,No,Low-standard Job
UET Lahore,BS English,2023,75702,No,Freelancer
UET Lahore,BS English,2023,31164,No,Low-standard Job
UET Lahore,BS English,2023,13739,Yes,Freelancer
UET Lahore,BS English,2024,8000,No,Unemployed
UET Lahore,BS English,2024,8000,No,Higher Studies
UET Lahore,BS English,2024,15221,No,Government Job
UET Lahore,BS English,2024,20563,No,Low-standard Job
UET Lahore,BS English,2024,27393,No,Freelancer
UET Lahore,BS English,2024,25953,No,Low-standard Job
UET Lahore,BS English,2024,12834,No,Low-standard Job
UET Lahore,BS English,2024,15772,No,Low-standard Job
UET Lahore,BS English,2024,17266,No,Freelancer
UET Lahore,BS English,2024,18827,No,Freelancer
UET Lahore,BS English,2024,15486,No,Low-standard Job
UET Lahore,BS English,2024,29787,No,Business Owner
UET Lahore,BS English,2024,20650,No,Government Job
UET Lahore,BS English,2024,13627,No,Low-standard Job
UET Lahore,BS English,2024,15607,No,Higher Studies
UET Lahore,BS English,2024,51602,No,Business Owner
UET Lahore,BS English,2024,15585,No,Low-standard Job
UET Lahore,BS English,2024,8000,Yes,Unemployed
UET Lahore,BS English,2024,76607,No,High-standard Job
UET Lahore,BS English,2024,52759,No,Freelancer
UET Lahore,BS English,2024,15362,Yes,Low-standard Job
UET Lahore,BS English,2024,11179,No,Low-standard Job
UET Lahore,BS English,2024,44014,No,Government Job
UET Lahore,BS English,2024,17526,No,Freelancer
UET Lahore,BS English,2024,13340,No,Low-standard Job
UET Lahore,BS English,2024,29903,No,Business Owner
UET Lahore,BS English,2024,8000,Yes,Unemployed
UET Lahore,BS English,2024,55454,No,Freelancer
UET Lahore,BS English,2024,17534,No,Freelancer
UET Lahore,BS Economics,2018,48699,Yes,Government Job
UET Lahore,BS Economics,2018,135036,Yes,Business Owner
UET Lahore,BS Economics,2018,107895,No,Government Job
UET Lahore,BS Economics,2018,91177,No,Freelancer
UET Lahore,BS Economics,2018,91646,Yes,Freelancer
UET Lahore,BS Economics,2018,8000,No,Unemployed
UET Lahore,BS Economics,2018,58521,Yes,Business Owner
UET Lahore,BS Economics,2018,66571,No,Low-standard Job
UET Lahore,BS Economics,2018,60826,No,Government Job
UET Lahore,BS Economics,2018,32748,No,Low-standard Job
UET Lahore,BS Economics,2018,36910,No,Business Owner
UET Lahore,BS Economics,2018,58987,No,Business Owner
UET Lahore,BS Economics,2018,8622,No,Higher Studies
UET Lahore,BS Economics,2018,125465,No,Business Owner
UET Lahore,BS Economics,2018,23443,No,Government Job
UET Lahore,BS Economics,2018,8000,Yes,Unemployed
UET Lahore,BS Economics,2018,60585,Yes,Government Job
UET Lahore,BS Economics,2018,23433,No,Government Job
UET Lahore,BS Economics,2018,47355,No,Government Job
UET Lahore,BS Economics,2018,103444,Yes,Business Owner
UET Lahore,BS Economics,2018,47360,No,Government Job
UET Lahore,BS Economics,2018,135588,No,Government Job
UET Lahore,BS Economics,2018,67452,Yes,Government Job
UET Lahore,BS Economics,2019,39790,No,Government Job
UET Lahore,BS Economics,2019,138106,Yes,High-standard Job
UET Lahore,BS Economics,2019,96806,No,Business Owner
UET Lahore,BS Economics,2019,68004,Yes,High-standard Job
UET Lahore,BS Economics,2019,70732,No,Government Job
UET Lahore,BS Economics,2019,43671,Yes,Government Job
UET Lahore,BS Economics,2019,78675,Yes,Freelancer
UET Lahore,BS Economics,2019,19993,Yes,Higher Studies
UET Lahore,BS Economics,2019,31815,Yes,Higher Studies
UET Lahore,BS Economics,2019,78815,No,Government Job
UET Lahore,BS Economics,2019,255595,No,High-standard Job
UET Lahore,BS Economics,2019,35429,Yes,High-standard Job
UET Lahore,BS Economics,2019,174822,Yes,Business Owner
UET Lahore,BS Economics,2019,79323,Yes,Freelancer
UET Lahore,BS Economics,2019,50916,Yes,Government Job
UET Lahore,BS Economics,2019,166447,Yes,High-standard Job
UET Lahore,BS Economics,2019,98406,No,Freelancer
UET Lahore,BS Economics,2019,113126,No,Government Job
UET Lahore,BS Economics,2019,103025,No,Freelancer
UET Lahore,BS Economics,2019,127638,No,Business Owner
UET Lahore,BS Economics,2019,119986,Yes,High-standard Job
UET Lahore,BS Economics,2019,61369,Yes,Freelancer
UET Lahore,BS Economics,2019,49822,Yes,Low-standard Job
UET Lahore,BS Economics,2019,91917,Yes,Business Owner
UET Lahore,BS Economics,2019,86416,No,Business Owner
UET Lahore,BS Economics,2019,8000,No,Unemployed
UET Lahore,BS Economics,2019,17511,No,Higher Studies
UET Lahore,BS Economics,2019,127137,Yes,Business Owner
UET Lahore,BS Economics,2020,125023,No,High-standard Job
UET Lahore,BS Economics,2020,72584,No,Freelancer
UET Lahore,BS Economics,2020,133169,No,Business Owner
UET Lahore,BS Economics,2020,206862,Yes,Business Owner
UET Lahore,BS Economics,2020,94499,No,Government Job
UET Lahore,BS Economics,2020,108055,Yes,Low-standard Job
UET Lahore,BS Economics,2020,110831,No,Freelancer
UET Lahore,BS Economics,2020,58870,No,Freelancer
UET Lahore,BS Economics,2020,105733,No,High-standard Job
UET Lahore,BS Economics,2020,61343,No,Freelancer
UET Lahore,BS Economics,2020,57979,No,Business Owner
UET Lahore,BS Economics,2020,34757,No,Higher Studies
UET Lahore,BS Economics,2020,83964,No,High-standard Job
UET Lahore,BS Economics,2020,41407,Yes,Freelancer
UET Lahore,BS Economics,2020,80405,Yes,Freelancer
UET Lahore,BS Economics,2020,43180,No,Government Job
UET Lahore,BS Economics,2020,59242,No,Government Job
UET Lahore,BS Economics,2020,31728,No,Higher Studies
UET Lahore,BS Economics,2020,57476,No,Freelancer
UET Lahore,BS Economics,2020,52124,Yes,High-standard Job
UET Lahore,BS Economics,2020,109744,No,High-standard Job
UET Lahore,BS Economics,2020,87051,No,Freelancer
UET Lahore,BS Economics,2020,58675,No,Low-standard Job
UET Lahore,BS Economics,2020,30179,Yes,Higher Studies
UET Lahore,BS Economics,2021,29015,No,Business Owner
UET Lahore,BS Economics,2021,118537,No,Business Owner
UET Lahore,BS Economics,2021,97857,Yes,Government Job
UET Lahore,BS Economics,2021,101683,No,Government Job
UET Lahore,BS Economics,2021,32199,Yes,Government Job
UET Lahore,BS Economics,2021,66066,No,Government Job
UET Lahore,BS Economics,2021,40277,Yes,Low-standard Job
UET Lahore,BS Economics,2021,85072,Yes,Government Job
UET Lahore,BS Economics,2021,15682,Yes,Unemployed
UET Lahore,BS Economics,2021,33917,No,Higher Studies
UET Lahore,BS Economics,2021,45750,No,Government Job
UET Lahore,BS Economics,2021,48923,No,Low-standard Job
UET Lahore,BS Economics,2021,117046,No,Government Job
UET Lahore,BS Economics,2021,102155,No,High-standard Job
UET Lahore,BS Economics,2021,80859,Yes,High-standard Job
UET Lahore,BS Economics,2021,79069,Yes,Government Job
UET Lahore,BS Economics,2021,269541,No,High-standard Job
UET Lahore,BS Economics,2021,98251,Yes,Freelancer
UET Lahore,BS Economics,2021,50704,Yes,Government Job
UET Lahore,BS Economics,2021,33052,Yes,Government Job
UET Lahore,BS Economics,2021,45964,No,Government Job
UET Lahore,BS Economics,2022,38014,No,Government Job
UET Lahore,BS Economics,2022,94880,Yes,High-standard Job
UET Lahore,BS Economics,2022,93297,No,High-standard Job
UET Lahore,BS Economics,2022,80911,Yes,Government Job
UET Lahore,BS Economics,2022,85950,No,Business Owner
UET Lahore,BS Economics,2022,95625,No,Government Job
UET Lahore,BS Economics,2022,59290,Yes,Government Job
UET Lahore,BS Economics,2022,92565,Yes,Low-standard Job
UET Lahore,BS Economics,2022,43545,No,Government Job
UET Lahore,BS Economics,2022,44284,No,High-standard Job
UET Lahore,BS Economics,2022,11927,No,Unemployed
UET Lahore,BS Economics,2022,64522,No,Government Job
UET Lahore,BS Economics,2022,108860,Yes,Freelancer
UET Lahore,BS Economics,2022,63805,Yes,Low-standard Job
UET Lahore,BS Economics,2022,54104,Yes,Business Owner
UET Lahore,BS Economics,2022,134890,No,High-standard Job
UET Lahore,BS Economics,2022,30436,Yes,Higher Studies
UET Lahore,BS Economics,2022,12888,No,Unemployed
UET Lahore,BS Economics,2022,105053,No,Freelancer
UET Lahore,BS Economics,2022,197025,No,Business Owner
UET Lahore,BS Economics,2022,34163,Yes,Higher Studies
UET Lahore,BS Economics,2022,116181,Yes,Business Owner
UET Lahore,BS Economics,2022,103740,No,Government Job
UET Lahore,BS Economics,2022,37670,Yes,Low-standard Job
UET Lahore,BS Economics,2022,13174,No,Unemployed
UET Lahore,BS Economics,2022,90260,Yes,High-standard Job
UET Lahore,BS Economics,2022,52631,No,Freelancer
UET Lahore,BS Economics,2023,42506,No,Freelancer
UET Lahore,BS Economics,2023,31714,No,Low-standard Job
UET Lahore,BS Economics,2023,76140,No,Business Owner
UET Lahore,BS Economics,2023,26670,No,Higher Studies
UET Lahore,BS Economics,2023,24707,Yes,Higher Studies
UET Lahore,BS Economics,2023,226541,No,High-standard Job
UET Lahore,BS Economics,2023,123013,Yes,Government Job
UET Lahore,BS Economics,2023,19592,Yes,Higher Studies
UET Lahore,BS Economics,2023,176814,No,Low-standard Job
UET Lahore,BS Economics,2023,71647,Yes,Business Owner
UET Lahore,BS Economics,2023,52726,Yes,Government Job
UET Lahore,BS Economics,2023,14080,No,Higher Studies
UET Lahore,BS Economics,2023,40779,Yes,Low-standard Job
UET Lahore,BS Economics,2023,88500,No,Government Job
UET Lahore,BS Economics,2023,58911,No,Government Job
UET Lahore,BS Economics,2023,71695,No,High-standard Job
UET Lahore,BS Economics,2023,25166,No,Government Job
UET Lahore,BS Economics,2023,25165,No,Freelancer
UET Lahore,BS Economics,2023,12345,No,Unemployed
UET Lahore,BS Economics,2023,52518,No,Business Owner
UET Lahore,BS Economics,2023,8000,No,Unemployed
UET Lahore,BS Economics,2023,16794,No,Higher Studies
UET Lahore,BS Economics,2023,84935,No,High-standard Job
UET Lahore,BS Economics,2023,86080,No,Government Job
UET Lahore,BS Economics,2023,162598,No,High-standard Job
UET Lahore,BS Economics,2023,89371,No,High-standard Job
UET Lahore,BS Economics,2023,28852,No,Higher Studies
UET Lahore,BS Economics,2023,43250,No,High-standard Job
UET Lahore,BS Economics,2023,88095,No,Business Owner
UET Lahore,BS Economics,2024,34623,No,Government Job
UET Lahore,BS Economics,2024,88895,No,Business Owner
UET Lahore,BS Economics,2024,73052,No,Business Owner
UET Lahore,BS Economics,2024,62725,No,Government Job
UET Lahore,BS Economics,2024,31874,Yes,Higher Studies
UET Lahore,BS Economics,2024,30323,No,Higher Studies
UET Lahore,BS Economics,2024,15828,No,Freelancer
UET Lahore,BS Economics,2024,62897,No,Business Owner
UET Lahore,BS Economics,2024,135321,Yes,Business Owner
UET Lahore,BS Economics,2024,114962,Yes,High-standard Job
UET Lahore,BS Economics,2024,101034,No,Government Job
UET Lahore,BS Economics,2024,89414,Yes,Higher Studies
UET Lahore,BS Economics,2024,144167,Yes,Freelancer
UET Lahore,BS Economics,2024,25233,No,Higher Studies
UET Lahore,BS Economics,2024,54722,Yes,High-standard Job
UET Lahore,BS Economics,2024,99951,Yes,Business Owner
UET Lahore,BS Economics,2024,43551,No,Freelancer
UET Lahore,BS Economics,2024,8000,No,Unemployed
UET Lahore,BS Economics,2024,349949,Yes,Business Owner
UET Lahore,BS Economics,2024,108076,Yes,Business Owner
UET Lahore,BS Economics,2024,91932,Yes,Government Job
UET Lahore,BS Economics,2024,100933,No,Government Job
UET Lahore,BS Economics,2024,70920,No,Government Job
LUMS,BS Data Science,2018,104750,No,Low-standard Job
LUMS,BS Data Science,2018,250516,No,High-standard Job
LUMS,BS Data Science,2018,192752,Yes,Business Owner
LUMS,BS Data Science,2018,180058,Yes,High-standard Job
LUMS,BS Data Science,2018,192680,Yes,High-standard Job
LUMS,BS Data Science,2018,203382,No,High-standard Job
LUMS,BS Data Science,2018,182635,Yes,Freelancer
LUMS,BS Data Science,2018,115739,Yes,High-standard Job
LUMS,BS Data Science,2018,142980,Yes,Freelancer
LUMS,BS Data Science,2018,64542,Yes,Low-standard Job
LUMS,BS Data Science,2018,345857,Yes,Freelancer
LUMS,BS Data Science,2018,146718,Yes,High-standard Job
LUMS,BS Data Science,2018,68625,No,Higher Studies
LUMS,BS Data Science,2018,52675,Yes,High-standard Job
LUMS,BS Data Science,2018,89909,Yes,Higher Studies
LUMS,BS Data Science,2018,96710,Yes,Low-standard Job
LUMS,BS Data Science,2018,75504,No,Higher Studies
LUMS,BS Data Science,2018,126065,No,High-standard Job
LUMS,BS Data Science,2018,405985,Yes,High-standard Job
LUMS,BS Data Science,2018,227173,Yes,High-standard Job
LUMS,BS Data Science,2018,271004,No,High-standard Job
LUMS,BS Data Science,2018,259450,Yes,High-standard Job
LUMS,BS Data Science,2018,356510,No,High-standard Job
LUMS,BS Data Science,2018,42665,No,Higher Studies
LUMS,BS Data Science,2018,190575,No,High-standard Job
LUMS,BS Data Science,2018,277429,No,Low-standard Job
LUMS,BS Data Science,2018,101559,Yes,High-standard Job
LUMS,BS Data Science,2018,266189,Yes,Freelancer
LUMS,BS Data Science,2019,461983,Yes,High-standard Job
LUMS,BS Data Science,2019,230694,No,Freelancer
LUMS,BS Data Science,2019,103776,No,Government Job
LUMS,BS Data Science,2019,92893,Yes,Government Job
LUMS,BS Data Science,2019,464312,Yes,High-standard Job
LUMS,BS Data Science,2019,487063,Yes,High-standard Job
LUMS,BS Data Science,2019,225472,Yes,High-standard Job
LUMS,BS Data Science,2019,535531,Yes,High-standard Job
LUMS,BS Data Science,2019,420281,Yes,Business Owner
LUMS,BS Data Science,2019,89488,Yes,Freelancer
LUMS,BS Data Science,2019,438736,Yes,High-standard Job
LUMS,BS Data Science,2019,203966,No,Freelancer
LUMS,BS Data Science,2019,416349,Yes,High-standard Job
LUMS,BS Data Science,2019,62027,Yes,High-standard Job
LUMS,BS Data Science,2019,343658,Yes,High-standard Job
LUMS,BS Data Science,2019,168342,Yes,High-standard Job
LUMS,BS Data Science,2019,34467,No,Higher Studies
LUMS,BS Data Science,2019,700000,Yes,High-standard Job
LUMS,BS Data Science,2019,280413,Yes,Business Owner
LUMS,BS Data Science,2019,129870,Yes,Business Owner
LUMS,BS Data Science,2019,245719,No,High-standard Job
LUMS,BS Data Science,2019,128760,No,Freelancer
LUMS,BS Data Science,2019,602399,Yes,High-standard Job
LUMS,BS Data Science,2019,13072,No,Unemployed
LUMS,BS Data Science,2019,332718,No,High-standard Job
LUMS,BS Data Science,2019,112485,Yes,Government Job
LUMS,BS Data Science,2019,365426,Yes,High-standard Job
LUMS,BS Data Science,2019,124741,No,Low-standard Job
LUMS,BS Data Science,2019,206052,Yes,Freelancer
LUMS,BS Data Science,2019,90432,Yes,Freelancer
LUMS,BS Data Science,2020,54900,No,Higher Studies
LUMS,BS Data Science,2020,328967,Yes,High-standard Job
LUMS,BS Data Science,2020,165661,Yes,High-standard Job
LUMS,BS Data Science,2020,201583,Yes,Freelancer
LUMS,BS Data Science,2020,179150,Yes,High-standard Job
LUMS,BS Data Science,2020,289381,Yes,Freelancer
LUMS,BS Data Science,2020,169097,No,High-standard Job
LUMS,BS Data Science,2020,125308,No,Freelancer
LUMS,BS Data Science,2020,205355,Yes,High-standard Job
LUMS,BS Data Science,2020,28148,Yes,Unemployed
LUMS,BS Data Science,2020,139286,Yes,Freelancer
LUMS,BS Data Science,2020,232966,Yes,Business Owner
LUMS,BS Data Science,2020,149466,Yes,Freelancer
LUMS,BS Data Science,2020,44780,Yes,Higher Studies
LUMS,BS Data Science,2020,420607,Yes,High-standard Job
LUMS,BS Data Science,2020,234905,Yes,High-standard Job
LUMS,BS Data Science,2020,57900,Yes,Higher Studies
LUMS,BS Data Science,2020,112954,Yes,Freelancer
LUMS,BS Data Science,2020,94105,No,Government Job
LUMS,BS Data Science,2020,52121,Yes,Higher Studies
LUMS,BS Data Science,2020,333572,Yes,High-standard Job
LUMS,BS Data Science,2021,366413,No,Business Owner
LUMS,BS Data Science,2021,202029,Yes,Freelancer
LUMS,BS Data Science,2021,154674,Yes,Freelancer
LUMS,BS Data Science,2021,363017,No,High-standard Job
LUMS,BS Data Science,2021,74447,Yes,Higher Studies
LUMS,BS Data Science,2021,272058,Yes,High-standard Job
LUMS,BS Data Science,2021,250502,No,High-standard Job
LUMS,BS Data Science,2021,103944,Yes,Higher Studies
LUMS,BS Data Science,2021,63331,Yes,Higher Studies
LUMS,BS Data Science,2021,127289,Yes,Freelancer
LUMS,BS Data Science,2021,151558,Yes,High-standard Job
LUMS,BS Data Science,2021,201696,Yes,Government Job
LUMS,BS Data Science,2021,172041,Yes,Government Job
LUMS,BS Data Science,2021,23854,Yes,Unemployed
LUMS,BS Data Science,2021,47451,Yes,Unemployed
LUMS,BS Data Science,2021,142579,Yes,High-standard Job
LUMS,BS Data Science,2021,169446,No,High-standard Job
LUMS,BS Data Science,2021,114222,Yes,High-standard Job
LUMS,BS Data Science,2021,273858,Yes,High-standard Job
LUMS,BS Data Science,2021,315828,No,High-standard Job
LUMS,BS Data Science,2021,122159,No,Government Job
LUMS,BS Data Science,2021,462190,Yes,High-standard Job
LUMS,BS Data Science,2021,202373,Yes,Freelancer
LUMS,BS Data Science,2021,51386,Yes,Low-standard Job
LUMS,BS Data Science,2021,700000,Yes,High-standard Job
LUMS,BS Data Science,2021,394979,Yes,High-standard Job
LUMS,BS Data Science,2021,243404,Yes,High-standard Job
